INDUSTRY,QUARTER,YEAR,CAUSE,VALUE_%
Wood and products of wood,4,2018,RAW_MATERIAL_%,7.08
Wood and products of wood,1,2019,RAW_MATERIAL_%,8.67
Wood and products of wood,2,2019,RAW_MATERIAL_%,9.09
Wood and products of wood,3,2019,RAW_MATERIAL_%,13.79
Wood and products of wood,4,2019,RAW_MATERIAL_%,8.15
Wood and products of wood,1,2020,RAW_MATERIAL_%,10.38
Wood and products of wood,2,2020,RAW_MATERIAL_%,5.36
Wood and products of wood,3,2020,RAW_MATERIAL_%,12.92
Wood and products of wood,4,2020,RAW_MATERIAL_%,18.82
Wood and products of wood,1,2021,RAW_MATERIAL_%,11.66
Wood and products of wood,2,2021,RAW_MATERIAL_%,13.75
Wood and products of wood,3,2021,RAW_MATERIAL_%,10.91
Wood and products of wood,4,2021,RAW_MATERIAL_%,13.33
Paper and paper products,4,2003,RAW_MATERIAL_%,9.09
Paper and paper products,1,2004,RAW_MATERIAL_%,10.19
Paper and paper products,2,2004,RAW_MATERIAL_%,4.62
Paper and paper products,3,2004,RAW_MATERIAL_%,10.81
Paper and paper products,4,2004,RAW_MATERIAL_%,11.11
Paper and paper products,1,2005,RAW_MATERIAL_%,4.7
Paper and paper products,2,2005,RAW_MATERIAL_%,4.61
Paper and paper products,3,2005,RAW_MATERIAL_%,6.98
Paper and paper products,4,2005,RAW_MATERIAL_%,4.46
Paper and paper products,1,2006,RAW_MATERIAL_%,2.76
Paper and paper products,2,2006,RAW_MATERIAL_%,8.0
Paper and paper products,3,2006,RAW_MATERIAL_%,8.82
Paper and paper products,4,2006,RAW_MATERIAL_%,23.61
Paper and paper products,1,2007,RAW_MATERIAL_%,8.33
Paper and paper products,2,2007,RAW_MATERIAL_%,6.98
Paper and paper products,3,2007,RAW_MATERIAL_%,7.41
Paper and paper products,4,2007,RAW_MATERIAL_%,7.69
Paper and paper products,1,2008,RAW_MATERIAL_%,5.68
Paper and paper products,2,2008,RAW_MATERIAL_%,10.98
Paper and paper products,3,2008,RAW_MATERIAL_%,13.75
Paper and paper products,4,2008,RAW_MATERIAL_%,13.89
Paper and paper products,1,2009,RAW_MATERIAL_%,9.37
Paper and paper products,2,2009,RAW_MATERIAL_%,8.4
Paper and paper products,3,2009,RAW_MATERIAL_%,6.8
Paper and paper products,4,2009,RAW_MATERIAL_%,2.56
Paper and paper products,1,2010,RAW_MATERIAL_%,2.74
Paper and paper products,2,2010,RAW_MATERIAL_%,3.97
Paper and paper products,3,2010,RAW_MATERIAL_%,6.67
Paper and paper products,4,2010,RAW_MATERIAL_%,4.59
Paper and paper products,1,2011,RAW_MATERIAL_%,3.68
Paper and paper products,2,2011,RAW_MATERIAL_%,6.96
Paper and paper products,3,2011,RAW_MATERIAL_%,5.26
Paper and paper products,4,2011,RAW_MATERIAL_%,7.27
Paper and paper products,1,2012,RAW_MATERIAL_%,5.84
Paper and paper products,2,2012,RAW_MATERIAL_%,6.16
Paper and paper products,3,2012,RAW_MATERIAL_%,5.88
Paper and paper products,4,2012,RAW_MATERIAL_%,4.2
Paper and paper products,1,2013,RAW_MATERIAL_%,5.66
Paper and paper products,2,2013,RAW_MATERIAL_%,6.45
Paper and paper products,3,2013,RAW_MATERIAL_%,3.91
Paper and paper products,4,2013,RAW_MATERIAL_%,5.31
Paper and paper products,1,2014,RAW_MATERIAL_%,7.59
Paper and paper products,2,2014,RAW_MATERIAL_%,5.15
Paper and paper products,3,2014,RAW_MATERIAL_%,7.64
Paper and paper products,4,2014,RAW_MATERIAL_%,9.17
Paper and paper products,1,2015,RAW_MATERIAL_%,3.85
Paper and paper products,2,2015,RAW_MATERIAL_%,5.49
Paper and paper products,3,2015,RAW_MATERIAL_%,4.7
Paper and paper products,4,2015,RAW_MATERIAL_%,6.02
Paper and paper products,1,2016,RAW_MATERIAL_%,3.55
Paper and paper products,2,2016,RAW_MATERIAL_%,3.42
Paper and paper products,3,2016,RAW_MATERIAL_%,5.13
Paper and paper products,4,2016,RAW_MATERIAL_%,6.09
Paper and paper products,1,2017,RAW_MATERIAL_%,3.79
Paper and paper products,2,2017,RAW_MATERIAL_%,5.3
Paper and paper products,3,2017,RAW_MATERIAL_%,3.88
Paper and paper products,4,2017,RAW_MATERIAL_%,6.5
Paper and paper products,1,2018,RAW_MATERIAL_%,6.16
Paper and paper products,2,2018,RAW_MATERIAL_%,6.15
Paper and paper products,3,2018,RAW_MATERIAL_%,4.35
Paper and paper products,4,2018,RAW_MATERIAL_%,10.16
Paper and paper products,1,2019,RAW_MATERIAL_%,5.52
Paper and paper products,2,2019,RAW_MATERIAL_%,2.16
Paper and paper products,3,2019,RAW_MATERIAL_%,4.17
Paper and paper products,4,2019,RAW_MATERIAL_%,4.26
Paper and paper products,1,2020,RAW_MATERIAL_%,1.67
Paper and paper products,2,2020,RAW_MATERIAL_%,1.52
Paper and paper products,3,2020,RAW_MATERIAL_%,6.69
Paper and paper products,4,2020,RAW_MATERIAL_%,4.08
Paper and paper products,1,2021,RAW_MATERIAL_%,4.08
Paper and paper products,2,2021,RAW_MATERIAL_%,4.48
Paper and paper products,3,2021,RAW_MATERIAL_%,9.84
Paper and paper products,4,2021,RAW_MATERIAL_%,6.2
Printing and publishing,4,2003,RAW_MATERIAL_%,1.08
Printing and publishing,1,2004,RAW_MATERIAL_%,0.43
Printing and publishing,2,2004,RAW_MATERIAL_%,1.86
Printing and publishing,3,2004,RAW_MATERIAL_%,3.87
Printing and publishing,4,2004,RAW_MATERIAL_%,2.22
Printing and publishing,1,2005,RAW_MATERIAL_%,0.0
Printing and publishing,2,2005,RAW_MATERIAL_%,0.61
Printing and publishing,3,2005,RAW_MATERIAL_%,0.65
Printing and publishing,4,2005,RAW_MATERIAL_%,0.0
Printing and publishing,1,2006,RAW_MATERIAL_%,0.0
Printing and publishing,2,2006,RAW_MATERIAL_%,4.55
Printing and publishing,3,2006,RAW_MATERIAL_%,5.37
Printing and publishing,4,2006,RAW_MATERIAL_%,2.99
Printing and publishing,1,2007,RAW_MATERIAL_%,3.16
Printing and publishing,2,2007,RAW_MATERIAL_%,4.79
Printing and publishing,3,2007,RAW_MATERIAL_%,2.98
Printing and publishing,4,2007,RAW_MATERIAL_%,2.92
Printing and publishing,1,2008,RAW_MATERIAL_%,3.21
Printing and publishing,2,2008,RAW_MATERIAL_%,3.59
Printing and publishing,3,2008,RAW_MATERIAL_%,4.73
Printing and publishing,4,2008,RAW_MATERIAL_%,4.64
Printing and publishing,1,2009,RAW_MATERIAL_%,3.03
Printing and publishing,2,2009,RAW_MATERIAL_%,3.41
Printing and publishing,3,2009,RAW_MATERIAL_%,3.3
Printing and publishing,4,2009,RAW_MATERIAL_%,5.56
Printing and publishing,1,2010,RAW_MATERIAL_%,4.17
Printing and publishing,2,2010,RAW_MATERIAL_%,1.46
Printing and publishing,3,2010,RAW_MATERIAL_%,1.41
Printing and publishing,4,2010,RAW_MATERIAL_%,2.2
Printing and publishing,1,2011,RAW_MATERIAL_%,0.47
Printing and publishing,2,2011,RAW_MATERIAL_%,0.89
Printing and publishing,3,2011,RAW_MATERIAL_%,1.37
Printing and publishing,4,2011,RAW_MATERIAL_%,2.27
Printing and publishing,1,2012,RAW_MATERIAL_%,1.49
Printing and publishing,2,2012,RAW_MATERIAL_%,3.32
Printing and publishing,3,2012,RAW_MATERIAL_%,5.33
Printing and publishing,4,2012,RAW_MATERIAL_%,7.24
Printing and publishing,1,2013,RAW_MATERIAL_%,5.78
Printing and publishing,2,2013,RAW_MATERIAL_%,5.36
Printing and publishing,3,2013,RAW_MATERIAL_%,1.64
Printing and publishing,4,2013,RAW_MATERIAL_%,5.41
Printing and publishing,1,2014,RAW_MATERIAL_%,5.06
Printing and publishing,2,2014,RAW_MATERIAL_%,4.85
Printing and publishing,3,2014,RAW_MATERIAL_%,4.27
Printing and publishing,4,2014,RAW_MATERIAL_%,4.29
Printing and publishing,1,2015,RAW_MATERIAL_%,4.82
Printing and publishing,2,2015,RAW_MATERIAL_%,4.65
Printing and publishing,3,2015,RAW_MATERIAL_%,3.38
Printing and publishing,4,2015,RAW_MATERIAL_%,5.31
Printing and publishing,1,2016,RAW_MATERIAL_%,4.91
Printing and publishing,2,2016,RAW_MATERIAL_%,6.02
Printing and publishing,3,2016,RAW_MATERIAL_%,7.66
Printing and publishing,4,2016,RAW_MATERIAL_%,7.21
Printing and publishing,1,2017,RAW_MATERIAL_%,5.71
Printing and publishing,2,2017,RAW_MATERIAL_%,5.67
Printing and publishing,3,2017,RAW_MATERIAL_%,5.18
Printing and publishing,4,2017,RAW_MATERIAL_%,4.94
Printing and publishing,1,2018,RAW_MATERIAL_%,4.1
Printing and publishing,2,2018,RAW_MATERIAL_%,5.93
Printing and publishing,3,2018,RAW_MATERIAL_%,6.41
Printing and publishing,4,2018,RAW_MATERIAL_%,3.32
Printing and publishing,1,2019,RAW_MATERIAL_%,5.06
Printing and publishing,2,2019,RAW_MATERIAL_%,4.3
Printing and publishing,3,2019,RAW_MATERIAL_%,4.37
Printing and publishing,4,2019,RAW_MATERIAL_%,3.57
Printing and publishing,1,2020,RAW_MATERIAL_%,2.97
Printing and publishing,2,2020,RAW_MATERIAL_%,5.32
Printing and publishing,3,2020,RAW_MATERIAL_%,4.48
Printing and publishing,4,2020,RAW_MATERIAL_%,5.53
Printing and publishing,1,2021,RAW_MATERIAL_%,6.95
Printing and publishing,2,2021,RAW_MATERIAL_%,1.89
Printing and publishing,3,2021,RAW_MATERIAL_%,2.29
Printing and publishing,4,2021,RAW_MATERIAL_%,2.05
"Coke, petroleum products and nuclear fuel",4,2003,RAW_MATERIAL_%,5.13
"Coke, petroleum products and nuclear fuel",1,2004,RAW_MATERIAL_%,3.57
"Coke, petroleum products and nuclear fuel",2,2004,RAW_MATERIAL_%,0.0
"Coke, petroleum products and nuclear fuel",3,2004,RAW_MATERIAL_%,2.94
"Coke, petroleum products and nuclear fuel",4,2004,RAW_MATERIAL_%,22.15
"Coke, petroleum products and nuclear fuel",1,2005,RAW_MATERIAL_%,0.64
"Coke, petroleum products and nuclear fuel",2,2005,RAW_MATERIAL_%,0.0
"Coke, petroleum products and nuclear fuel",3,2005,RAW_MATERIAL_%,1.01
"Coke, petroleum products and nuclear fuel",4,2005,RAW_MATERIAL_%,0.56
"Coke, petroleum products and nuclear fuel",1,2006,RAW_MATERIAL_%,1.24
"Coke, petroleum products and nuclear fuel",2,2006,RAW_MATERIAL_%,0.62
"Coke, petroleum products and nuclear fuel",3,2006,RAW_MATERIAL_%,1.51
"Coke, petroleum products and nuclear fuel",4,2006,RAW_MATERIAL_%,0.59
"Coke, petroleum products and nuclear fuel",1,2007,RAW_MATERIAL_%,2.84
"Coke, petroleum products and nuclear fuel",2,2007,RAW_MATERIAL_%,2.1
"Coke, petroleum products and nuclear fuel",3,2007,RAW_MATERIAL_%,2.68
"Coke, petroleum products and nuclear fuel",4,2007,RAW_MATERIAL_%,4.12
"Coke, petroleum products and nuclear fuel",1,2008,RAW_MATERIAL_%,5.73
"Coke, petroleum products and nuclear fuel",2,2008,RAW_MATERIAL_%,7.77
"Coke, petroleum products and nuclear fuel",3,2008,RAW_MATERIAL_%,11.21
"Coke, petroleum products and nuclear fuel",4,2008,RAW_MATERIAL_%,23.48
"Coke, petroleum products and nuclear fuel",1,2009,RAW_MATERIAL_%,13.29
"Coke, petroleum products and nuclear fuel",2,2009,RAW_MATERIAL_%,9.23
"Coke, petroleum products and nuclear fuel",3,2009,RAW_MATERIAL_%,0.49
"Coke, petroleum products and nuclear fuel",4,2009,RAW_MATERIAL_%,0.51
"Coke, petroleum products and nuclear fuel",1,2010,RAW_MATERIAL_%,0.4
"Coke, petroleum products and nuclear fuel",2,2010,RAW_MATERIAL_%,0.58
"Coke, petroleum products and nuclear fuel",3,2010,RAW_MATERIAL_%,0.85
"Coke, petroleum products and nuclear fuel",4,2010,RAW_MATERIAL_%,0.81
"Coke, petroleum products and nuclear fuel",1,2011,RAW_MATERIAL_%,0.42
"Coke, petroleum products and nuclear fuel",2,2011,RAW_MATERIAL_%,0.73
"Coke, petroleum products and nuclear fuel",3,2011,RAW_MATERIAL_%,3.52
"Coke, petroleum products and nuclear fuel",4,2011,RAW_MATERIAL_%,2.08
"Coke, petroleum products and nuclear fuel",1,2012,RAW_MATERIAL_%,0.4
"Coke, petroleum products and nuclear fuel",2,2012,RAW_MATERIAL_%,0.0
"Coke, petroleum products and nuclear fuel",3,2012,RAW_MATERIAL_%,0.0
"Coke, petroleum products and nuclear fuel",4,2012,RAW_MATERIAL_%,1.37
"Coke, petroleum products and nuclear fuel",1,2013,RAW_MATERIAL_%,0.35
"Coke, petroleum products and nuclear fuel",2,2013,RAW_MATERIAL_%,0.0
"Coke, petroleum products and nuclear fuel",3,2013,RAW_MATERIAL_%,0.0
"Coke, petroleum products and nuclear fuel",4,2013,RAW_MATERIAL_%,0.65
"Coke, petroleum products and nuclear fuel",1,2014,RAW_MATERIAL_%,0.0
"Coke, petroleum products and nuclear fuel",2,2014,RAW_MATERIAL_%,0.53
"Coke, petroleum products and nuclear fuel",3,2014,RAW_MATERIAL_%,0.62
"Coke, petroleum products and nuclear fuel",4,2014,RAW_MATERIAL_%,4.14
"Coke, petroleum products and nuclear fuel",1,2015,RAW_MATERIAL_%,11.59
"Coke, petroleum products and nuclear fuel",2,2015,RAW_MATERIAL_%,14.92
"Coke, petroleum products and nuclear fuel",3,2015,RAW_MATERIAL_%,13.13
"Coke, petroleum products and nuclear fuel",4,2015,RAW_MATERIAL_%,13.89
"Coke, petroleum products and nuclear fuel",1,2016,RAW_MATERIAL_%,15.82
"Coke, petroleum products and nuclear fuel",2,2016,RAW_MATERIAL_%,17.82
"Coke, petroleum products and nuclear fuel",3,2016,RAW_MATERIAL_%,17.92
"Coke, petroleum products and nuclear fuel",4,2016,RAW_MATERIAL_%,18.64
"Coke, petroleum products and nuclear fuel",1,2017,RAW_MATERIAL_%,8.37
"Coke, petroleum products and nuclear fuel",2,2017,RAW_MATERIAL_%,6.0
"Coke, petroleum products and nuclear fuel",3,2017,RAW_MATERIAL_%,8.57
"Coke, petroleum products and nuclear fuel",4,2017,RAW_MATERIAL_%,14.29
"Coke, petroleum products and nuclear fuel",1,2018,RAW_MATERIAL_%,8.3
"Coke, petroleum products and nuclear fuel",2,2018,RAW_MATERIAL_%,11.54
"Coke, petroleum products and nuclear fuel",3,2018,RAW_MATERIAL_%,10.84
"Coke, petroleum products and nuclear fuel",4,2018,RAW_MATERIAL_%,12.4
"Coke, petroleum products and nuclear fuel",1,2019,RAW_MATERIAL_%,16.56
"Coke, petroleum products and nuclear fuel",2,2019,RAW_MATERIAL_%,30.77
"Coke, petroleum products and nuclear fuel",3,2019,RAW_MATERIAL_%,39.77
"Coke, petroleum products and nuclear fuel",4,2019,RAW_MATERIAL_%,42.25
"Coke, petroleum products and nuclear fuel",1,2020,RAW_MATERIAL_%,40.23
"Coke, petroleum products and nuclear fuel",2,2020,RAW_MATERIAL_%,13.42
"Coke, petroleum products and nuclear fuel",3,2020,RAW_MATERIAL_%,22.71
"Coke, petroleum products and nuclear fuel",4,2020,RAW_MATERIAL_%,17.03
"Coke, petroleum products and nuclear fuel",1,2021,RAW_MATERIAL_%,34.09
"Coke, petroleum products and nuclear fuel",2,2021,RAW_MATERIAL_%,32.04
"Coke, petroleum products and nuclear fuel",3,2021,RAW_MATERIAL_%,18.25
"Coke, petroleum products and nuclear fuel",4,2021,RAW_MATERIAL_%,30.25
Basic chemicals,4,2003,RAW_MATERIAL_%,11.29
Basic chemicals,1,2004,RAW_MATERIAL_%,5.35
Basic chemicals,2,2004,RAW_MATERIAL_%,5.83
Basic chemicals,3,2004,RAW_MATERIAL_%,4.92
Basic chemicals,4,2004,RAW_MATERIAL_%,21.67
Basic chemicals,1,2005,RAW_MATERIAL_%,25.48
Basic chemicals,2,2005,RAW_MATERIAL_%,11.19
Basic chemicals,3,2005,RAW_MATERIAL_%,4.72
Basic chemicals,4,2005,RAW_MATERIAL_%,2.17
Basic chemicals,1,2006,RAW_MATERIAL_%,5.19
Basic chemicals,2,2006,RAW_MATERIAL_%,5.59
Basic chemicals,3,2006,RAW_MATERIAL_%,18.71
Basic chemicals,4,2006,RAW_MATERIAL_%,19.67
Basic chemicals,1,2007,RAW_MATERIAL_%,16.03
Basic chemicals,2,2007,RAW_MATERIAL_%,17.6
Basic chemicals,3,2007,RAW_MATERIAL_%,7.62
Basic chemicals,4,2007,RAW_MATERIAL_%,14.29
Basic chemicals,1,2008,RAW_MATERIAL_%,16.0
Basic chemicals,2,2008,RAW_MATERIAL_%,18.06
Basic chemicals,3,2008,RAW_MATERIAL_%,9.92
Basic chemicals,4,2008,RAW_MATERIAL_%,7.98
Basic chemicals,1,2009,RAW_MATERIAL_%,6.78
Basic chemicals,2,2009,RAW_MATERIAL_%,11.5
Basic chemicals,3,2009,RAW_MATERIAL_%,12.94
Basic chemicals,4,2009,RAW_MATERIAL_%,17.58
Basic chemicals,1,2010,RAW_MATERIAL_%,11.79
Basic chemicals,2,2010,RAW_MATERIAL_%,10.34
Basic chemicals,3,2010,RAW_MATERIAL_%,8.23
Basic chemicals,4,2010,RAW_MATERIAL_%,12.5
Basic chemicals,1,2011,RAW_MATERIAL_%,9.15
Basic chemicals,2,2011,RAW_MATERIAL_%,8.88
Basic chemicals,3,2011,RAW_MATERIAL_%,18.97
Basic chemicals,4,2011,RAW_MATERIAL_%,15.07
Basic chemicals,1,2012,RAW_MATERIAL_%,20.65
Basic chemicals,2,2012,RAW_MATERIAL_%,14.79
Basic chemicals,3,2012,RAW_MATERIAL_%,8.48
Basic chemicals,4,2012,RAW_MATERIAL_%,7.69
Basic chemicals,1,2013,RAW_MATERIAL_%,10.1
Basic chemicals,2,2013,RAW_MATERIAL_%,9.77
Basic chemicals,3,2013,RAW_MATERIAL_%,11.19
Basic chemicals,4,2013,RAW_MATERIAL_%,14.53
Basic chemicals,1,2014,RAW_MATERIAL_%,16.2
Basic chemicals,2,2014,RAW_MATERIAL_%,7.19
Basic chemicals,3,2014,RAW_MATERIAL_%,5.0
Basic chemicals,4,2014,RAW_MATERIAL_%,5.19
Basic chemicals,1,2015,RAW_MATERIAL_%,8.52
Basic chemicals,2,2015,RAW_MATERIAL_%,11.76
Basic chemicals,3,2015,RAW_MATERIAL_%,11.63
Basic chemicals,4,2015,RAW_MATERIAL_%,11.04
Basic chemicals,1,2016,RAW_MATERIAL_%,9.86
Basic chemicals,2,2016,RAW_MATERIAL_%,13.93
Basic chemicals,3,2016,RAW_MATERIAL_%,13.93
Basic chemicals,4,2016,RAW_MATERIAL_%,11.11
Basic chemicals,1,2017,RAW_MATERIAL_%,9.26
Basic chemicals,2,2017,RAW_MATERIAL_%,12.59
Basic chemicals,3,2017,RAW_MATERIAL_%,15.71
Basic chemicals,4,2017,RAW_MATERIAL_%,17.27
Basic chemicals,1,2018,RAW_MATERIAL_%,6.71
Basic chemicals,2,2018,RAW_MATERIAL_%,12.08
Basic chemicals,3,2018,RAW_MATERIAL_%,15.29
Basic chemicals,4,2018,RAW_MATERIAL_%,8.49
Basic chemicals,1,2019,RAW_MATERIAL_%,12.5
Basic chemicals,2,2019,RAW_MATERIAL_%,9.64
Basic chemicals,3,2019,RAW_MATERIAL_%,11.83
Basic chemicals,4,2019,RAW_MATERIAL_%,10.81
Basic chemicals,1,2020,RAW_MATERIAL_%,15.91
Basic chemicals,2,2020,RAW_MATERIAL_%,8.09
Basic chemicals,3,2020,RAW_MATERIAL_%,11.11
Basic chemicals,4,2020,RAW_MATERIAL_%,12.93
Basic chemicals,1,2021,RAW_MATERIAL_%,26.46
Basic chemicals,2,2021,RAW_MATERIAL_%,29.05
Basic chemicals,3,2021,RAW_MATERIAL_%,8.77
Basic chemicals,4,2021,RAW_MATERIAL_%,17.42
Other chemicals,4,2003,RAW_MATERIAL_%,3.24
Other chemicals,1,2004,RAW_MATERIAL_%,2.06
Other chemicals,2,2004,RAW_MATERIAL_%,2.93
Other chemicals,3,2004,RAW_MATERIAL_%,3.75
Other chemicals,4,2004,RAW_MATERIAL_%,1.3
Other chemicals,1,2005,RAW_MATERIAL_%,3.66
Other chemicals,2,2005,RAW_MATERIAL_%,6.56
Other chemicals,3,2005,RAW_MATERIAL_%,7.11
Other chemicals,4,2005,RAW_MATERIAL_%,6.43
Other chemicals,1,2006,RAW_MATERIAL_%,12.21
Other chemicals,2,2006,RAW_MATERIAL_%,3.24
Other chemicals,3,2006,RAW_MATERIAL_%,2.23
Other chemicals,4,2006,RAW_MATERIAL_%,14.49
Other chemicals,1,2007,RAW_MATERIAL_%,10.17
Other chemicals,2,2007,RAW_MATERIAL_%,15.6
Other chemicals,3,2007,RAW_MATERIAL_%,8.48
Other chemicals,4,2007,RAW_MATERIAL_%,12.75
Other chemicals,1,2008,RAW_MATERIAL_%,10.4
Other chemicals,2,2008,RAW_MATERIAL_%,11.54
Other chemicals,3,2008,RAW_MATERIAL_%,12.32
Other chemicals,4,2008,RAW_MATERIAL_%,15.61
Other chemicals,1,2009,RAW_MATERIAL_%,13.43
Other chemicals,2,2009,RAW_MATERIAL_%,10.04
Other chemicals,3,2009,RAW_MATERIAL_%,9.91
Other chemicals,4,2009,RAW_MATERIAL_%,10.71
Other chemicals,1,2010,RAW_MATERIAL_%,13.79
Other chemicals,2,2010,RAW_MATERIAL_%,16.5
Other chemicals,3,2010,RAW_MATERIAL_%,15.67
Other chemicals,4,2010,RAW_MATERIAL_%,17.93
Other chemicals,1,2011,RAW_MATERIAL_%,14.71
Other chemicals,2,2011,RAW_MATERIAL_%,16.24
Other chemicals,3,2011,RAW_MATERIAL_%,12.24
Other chemicals,4,2011,RAW_MATERIAL_%,22.67
Other chemicals,1,2012,RAW_MATERIAL_%,13.56
Other chemicals,2,2012,RAW_MATERIAL_%,18.67
Other chemicals,3,2012,RAW_MATERIAL_%,16.37
Other chemicals,4,2012,RAW_MATERIAL_%,13.38
Other chemicals,1,2013,RAW_MATERIAL_%,16.02
Other chemicals,2,2013,RAW_MATERIAL_%,14.8
Other chemicals,3,2013,RAW_MATERIAL_%,16.47
Other chemicals,4,2013,RAW_MATERIAL_%,19.38
Other chemicals,1,2014,RAW_MATERIAL_%,14.71
Other chemicals,2,2014,RAW_MATERIAL_%,17.06
Other chemicals,3,2014,RAW_MATERIAL_%,18.71
Other chemicals,4,2014,RAW_MATERIAL_%,20.0
Other chemicals,1,2015,RAW_MATERIAL_%,16.77
Other chemicals,2,2015,RAW_MATERIAL_%,19.25
Other chemicals,3,2015,RAW_MATERIAL_%,20.13
Other chemicals,4,2015,RAW_MATERIAL_%,22.15
Other chemicals,1,2016,RAW_MATERIAL_%,20.62
Other chemicals,2,2016,RAW_MATERIAL_%,15.71
Other chemicals,3,2016,RAW_MATERIAL_%,17.39
Other chemicals,4,2016,RAW_MATERIAL_%,17.45
Other chemicals,1,2017,RAW_MATERIAL_%,16.46
Other chemicals,2,2017,RAW_MATERIAL_%,14.29
Other chemicals,3,2017,RAW_MATERIAL_%,15.94
Other chemicals,4,2017,RAW_MATERIAL_%,18.66
Other chemicals,1,2018,RAW_MATERIAL_%,16.3
Other chemicals,2,2018,RAW_MATERIAL_%,16.67
Other chemicals,3,2018,RAW_MATERIAL_%,15.03
Other chemicals,4,2018,RAW_MATERIAL_%,12.31
Other chemicals,1,2019,RAW_MATERIAL_%,15.6
Other chemicals,2,2019,RAW_MATERIAL_%,11.56
Other chemicals,3,2019,RAW_MATERIAL_%,13.12
Other chemicals,4,2019,RAW_MATERIAL_%,14.56
Other chemicals,1,2020,RAW_MATERIAL_%,15.62
Other chemicals,2,2020,RAW_MATERIAL_%,16.74
Other chemicals,3,2020,RAW_MATERIAL_%,15.25
Other chemicals,4,2020,RAW_MATERIAL_%,14.37
Other chemicals,1,2021,RAW_MATERIAL_%,21.69
Other chemicals,2,2021,RAW_MATERIAL_%,18.79
Other chemicals,3,2021,RAW_MATERIAL_%,20.71
Other chemicals,4,2021,RAW_MATERIAL_%,25.15
Rubber products,4,2003,RAW_MATERIAL_%,11.26
Rubber products,1,2004,RAW_MATERIAL_%,10.77
Rubber products,2,2004,RAW_MATERIAL_%,34.23
Rubber products,3,2004,RAW_MATERIAL_%,29.0
Rubber products,4,2004,RAW_MATERIAL_%,31.82
Rubber products,1,2005,RAW_MATERIAL_%,12.5
Rubber products,2,2005,RAW_MATERIAL_%,9.0
Rubber products,3,2005,RAW_MATERIAL_%,0.84
Rubber products,4,2005,RAW_MATERIAL_%,0.0
Rubber products,1,2006,RAW_MATERIAL_%,4.2
Rubber products,2,2006,RAW_MATERIAL_%,0.0
Rubber products,3,2006,RAW_MATERIAL_%,6.67
Rubber products,4,2006,RAW_MATERIAL_%,4.14
Rubber products,1,2007,RAW_MATERIAL_%,2.76
Rubber products,2,2007,RAW_MATERIAL_%,0.65
Rubber products,3,2007,RAW_MATERIAL_%,0.0
Rubber products,4,2007,RAW_MATERIAL_%,0.79
Rubber products,1,2008,RAW_MATERIAL_%,0.65
Rubber products,2,2008,RAW_MATERIAL_%,0.0
Rubber products,3,2008,RAW_MATERIAL_%,1.64
Rubber products,4,2008,RAW_MATERIAL_%,1.8
Rubber products,1,2009,RAW_MATERIAL_%,1.06
Rubber products,2,2009,RAW_MATERIAL_%,0.51
Rubber products,3,2009,RAW_MATERIAL_%,0.78
Rubber products,4,2009,RAW_MATERIAL_%,3.11
Rubber products,1,2010,RAW_MATERIAL_%,1.38
Rubber products,2,2010,RAW_MATERIAL_%,4.83
Rubber products,3,2010,RAW_MATERIAL_%,1.18
Rubber products,4,2010,RAW_MATERIAL_%,0.63
Rubber products,1,2011,RAW_MATERIAL_%,2.98
Rubber products,2,2011,RAW_MATERIAL_%,0.62
Rubber products,3,2011,RAW_MATERIAL_%,0.65
Rubber products,4,2011,RAW_MATERIAL_%,3.0
Rubber products,1,2012,RAW_MATERIAL_%,5.56
Rubber products,2,2012,RAW_MATERIAL_%,6.9
Rubber products,3,2012,RAW_MATERIAL_%,4.05
Rubber products,4,2012,RAW_MATERIAL_%,2.5
Rubber products,1,2013,RAW_MATERIAL_%,5.51
Rubber products,2,2013,RAW_MATERIAL_%,4.58
Rubber products,3,2013,RAW_MATERIAL_%,1.59
Rubber products,4,2013,RAW_MATERIAL_%,4.08
Rubber products,1,2014,RAW_MATERIAL_%,6.0
Rubber products,2,2014,RAW_MATERIAL_%,1.13
Rubber products,3,2014,RAW_MATERIAL_%,0.97
Rubber products,4,2014,RAW_MATERIAL_%,2.08
Rubber products,1,2015,RAW_MATERIAL_%,1.83
Rubber products,2,2015,RAW_MATERIAL_%,0.51
Rubber products,3,2015,RAW_MATERIAL_%,1.9
Rubber products,4,2015,RAW_MATERIAL_%,2.84
Rubber products,1,2016,RAW_MATERIAL_%,2.81
Rubber products,2,2016,RAW_MATERIAL_%,3.27
Rubber products,3,2016,RAW_MATERIAL_%,3.27
Rubber products,4,2016,RAW_MATERIAL_%,2.01
Rubber products,1,2017,RAW_MATERIAL_%,3.27
Rubber products,2,2017,RAW_MATERIAL_%,1.84
Rubber products,3,2017,RAW_MATERIAL_%,1.84
Rubber products,4,2017,RAW_MATERIAL_%,1.79
Rubber products,1,2018,RAW_MATERIAL_%,2.15
Rubber products,2,2018,RAW_MATERIAL_%,2.52
Rubber products,3,2018,RAW_MATERIAL_%,2.76
Rubber products,4,2018,RAW_MATERIAL_%,2.03
Rubber products,1,2019,RAW_MATERIAL_%,2.63
Rubber products,2,2019,RAW_MATERIAL_%,3.31
Rubber products,3,2019,RAW_MATERIAL_%,3.05
Rubber products,4,2019,RAW_MATERIAL_%,17.62
Rubber products,1,2020,RAW_MATERIAL_%,19.34
Rubber products,2,2020,RAW_MATERIAL_%,1.4
